Customer Id,Customer Id (copy),Order Date,Order Id,Product Id,Row Id,Ship Date,Ship Mode,Discount,Profit,Quantity,Sales
TB-21055,TB-21055,17/06/2016,CA-2016-111682,OFF-PA-10000587,59,18/06/2016,First Class,0,6.9888,2,14.56
TB-21055,TB-21055,17/06/2016,CA-2016-111682,TEC-AC-10002167,60,18/06/2016,First Class,0,3.3,2,30
TB-21055,TB-21055,17/06/2016,CA-2016-111682,OFF-BI-10001460,61,18/06/2016,First Class,0.2,16.362,4,48.48
TB-21055,TB-21055,17/06/2016,CA-2016-111682,OFF-AR-10001868,62,18/06/2016,First Class,0,0.84,1,1.68
KM-16720,KM-16720,24/11/2015,CA-2015-135545,TEC-AC-10004633,63,30/11/2015,Standard Class,0,6.1512,2,13.98
KM-16720,KM-16720,24/11/2015,CA-2015-135545,OFF-BI-10001078,64,30/11/2015,Standard Class,0.2,9.3612,6,25.824
KM-16720,KM-16720,24/11/2015,CA-2015-135545,OFF-PA-10003892,65,30/11/2015,Standard Class,0,68.9631,3,146.73
KM-16720,KM-16720,24/11/2015,CA-2015-135545,FUR-FU-10000397,66,30/11/2015,Standard Class,0,22.3328,4,79.76
PS-18970,PS-18970,30/04/2015,US-2015-164175,FUR-CH-10001146,67,5/05/2015,Standard Class,0.3,-15.2225,5,213.115
BS-11590,BS-11590,5/12/2014,CA-2014-106376,OFF-AR-10002671,68,10/12/2014,Standard Class,0.2,111.3024,8,1113.024
BS-11590,BS-11590,5/12/2014,CA-2014-106376,TEC-PH-10002726,69,10/12/2014,Standard Class,0.2,62.988,4,167.968
KD-16270,KD-16270,4/06/2016,CA-2016-119823,OFF-PA-10000482,70,6/06/2016,First Class,0,35.6636,2,75.88
HM-14980,HM-14980,18/09/2016,CA-2016-106075,OFF-BI-10004654,71,23/09/2016,Standard Class,0.2,1.731,1,4.616
TB-21520,TB-21520,14/09/2017,CA-2017-114440,OFF-PA-10004675,72,17/09/2017,Second Class,0,8.763,3,19.05
JE-15745,JE-15745,26/04/2015,US-2015-134026,FUR-CH-10000513,73,2/05/2015,Standard Class,0.2,-114.3912,8,831.936
JE-15745,JE-15745,26/04/2015,US-2015-134026,FUR-FU-10003708,74,2/05/2015,Standard Class,0.2,1.213,2,97.04
JE-15745,JE-15745,26/04/2015,US-2015-134026,OFF-ST-10004123,75,2/05/2015,Standard Class,0.2,-18.196,1,72.784
KB-16600,KB-16600,9/12/2017,US-2017-118038,OFF-BI-10004182,76,11/12/2017,First Class,0.8,-1.9344,3,1.248
KB-16600,KB-16600,9/12/2017,US-2017-118038,FUR-FU-10000260,77,11/12/2017,First Class,0.6,-5.8248,3,9.708
KB-16600,KB-16600,9/12/2017,US-2017-118038,OFF-ST-10000615,78,11/12/2017,First Class,0.2,2.724,3,27.24
JE-15745,JE-15745,26/11/2014,US-2014-147606,FUR-FU-10003194,79,1/12/2014,Second Class,0.6,-14.475,5,19.3
SC-20770,SC-20770,12/06/2016,CA-2016-127208,OFF-AP-10002118,80,15/06/2016,First Class,0,56.2032,1,208.16
SC-20770,SC-20770,12/06/2016,CA-2016-127208,OFF-BI-10002309,81,15/06/2016,First Class,0,8.0352,3,16.74
DN-13690,DN-13690,12/10/2014,CA-2014-139451,OFF-AR-10002053,82,16/10/2014,Standard Class,0,4.172,5,14.9
DN-13690,DN-13690,12/10/2014,CA-2014-139451,OFF-ST-10002370,83,16/10/2014,Standard Class,0,6.2031,1,21.39
JC-16105,JC-16105,3/09/2015,CA-2015-149734,OFF-EN-10000927,84,8/09/2015,Standard Class,0.2,62.8075,7,200.984
CS-12400,CS-12400,13/11/2017,US-2017-119662,OFF-ST-10003656,85,16/11/2017,First Class,0.2,-48.9549,3,230.376
PO-18865,PO-18865,28/05/2017,CA-2017-140088,FUR-CH-10000863,86,30/05/2017,Second Class,0,33.2156,2,301.96
PG-18895,PG-18895,26/10/2017,CA-2017-155558,TEC-AC-10001998,87,2/11/2017,Standard Class,0,6.7966,1,19.99
PG-18895,PG-18895,26/10/2017,CA-2017-155558,OFF-LA-10000134,88,2/11/2017,Standard Class,0,2.9568,2,6.16
GM-14455,GM-14455,5/04/2016,CA-2016-159695,OFF-ST-10003442,89,10/04/2016,Second Class,0.2,13.8572,7,158.368
JS-15685,JS-15685,17/09/2016,CA-2016-109806,OFF-AR-10004930,90,22/09/2016,Standard Class,0,6.633,3,20.1
JS-15685,JS-15685,17/09/2016,CA-2016-109806,TEC-PH-10004093,91,22/09/2016,Standard Class,0.2,8.2782,2,73.584
JS-15685,JS-15685,17/09/2016,CA-2016-109806,OFF-PA-10000304,92,22/09/2016,Standard Class,0,3.1104,1,6.48
KB-16315,KB-16315,31/01/2015,CA-2015-149587,OFF-PA-10003177,93,5/02/2015,Second Class,0,6.2208,2,12.96
KB-16315,KB-16315,31/01/2015,CA-2015-149587,FUR-FU-10003799,94,5/02/2015,Second Class,0,16.5354,3,53.34
KB-16315,KB-16315,31/01/2015,CA-2015-149587,OFF-BI-10002852,95,5/02/2015,Second Class,0,16.1504,2,32.96
RB-19705,RB-19705,6/11/2017,US-2017-109484,OFF-BI-10004738,96,12/11/2017,Standard Class,0.7,-3.788,1,5.682
PN-18775,PN-18775,9/11/2017,CA-2017-161018,FUR-FU-10000629,97,11/11/2017,Second Class,0,40.5426,7,96.53
KD-16345,KD-16345,17/06/2017,CA-2017-157833,OFF-BI-10001721,98,20/06/2017,First Class,0.2,17.9592,3,51.312
ER-13855,ER-13855,6/09/2016,CA-2016-149223,OFF-AP-10000358,99,11/09/2016,Standard Class,0,22.5852,6,77.88
RB-19465,RB-19465,29/08/2016,CA-2016-158568,OFF-PA-10003256,100,2/09/2016,Standard Class,0.2,22.6184,7,64.624
RB-19465,RB-19465,29/08/2016,CA-2016-158568,TEC-AC-10001767,101,2/09/2016,Standard Class,0.2,-10.7973,3,95.976
RB-19465,RB-19465,29/08/2016,CA-2016-158568,OFF-BI-10002609,102,2/09/2016,Standard Class,0.8,-3.0396,3,1.788
GZ-14470,GZ-14470,1/12/2016,CA-2016-129903,OFF-PA-10004040,103,4/12/2016,Second Class,0,11.7208,4,23.92
LC-16870,LC-16870,13/11/2015,US-2015-156867,TEC-AC-10001552,104,17/11/2015,Standard Class,0.2,-26.8758,6,238.896
LC-16870,LC-16870,13/11/2015,US-2015-156867,FUR-FU-10004006,105,17/11/2015,Standard Class,0.2,-3.8385,3,102.36
LC-16870,LC-16870,13/11/2015,US-2015-156867,OFF-BI-10002794,106,17/11/2015,Standard Class,0.7,-25.8174,3,36.882
JM-15250,JM-15250,23/11/2017,CA-2017-119004,TEC-AC-10003499,107,28/11/2017,Standard Class,0.2,17.6016,8,74.112
JM-15250,JM-15250,23/11/2017,CA-2017-119004,TEC-PH-10002844,108,28/11/2017,Standard Class,0.2,2.0994,1,27.992
JM-15250,JM-15250,23/11/2017,CA-2017-119004,OFF-AR-10000390,109,28/11/2017,Standard Class,0.2,1.0738,1,3.304
PA-19060,PA-19060,15/10/2015,CA-2015-129476,TEC-AC-10000844,110,20/10/2015,Standard Class,0.2,67.992,5,339.96
CV-12805,CV-12805,25/12/2017,CA-2017-146780,FUR-FU-10001934,111,30/12/2017,Standard Class,0,10.9096,2,41.96
CL-12565,CL-12565,3/11/2016,CA-2016-128867,OFF-AR-10000380,112,10/11/2016,Standard Class,0,22.788,2,75.96
CL-12565,CL-12565,3/11/2016,CA-2016-128867,OFF-BI-10003981,113,10/11/2016,Standard Class,0,13.3476,6,27.24
RC-19960,RC-19960,25/08/2014,CA-2014-115259,OFF-FA-10000621,114,27/08/2014,Second Class,0.2,14.5348,14,40.096
RC-19960,RC-19960,25/08/2014,CA-2014-115259,OFF-EN-10002600,115,27/08/2014,Second Class,0.2,1.652,2,4.72
RC-19960,RC-19960,25/08/2014,CA-2014-115259,OFF-PA-10004965,116,27/08/2014,Second Class,0.2,7.4925,3,23.976
RC-19960,RC-19960,25/08/2014,CA-2014-115259,OFF-EN-10002504,117,27/08/2014,Second Class,0.2,44.0316,6,130.464
DK-13090,DK-13090,2/03/2015,CA-2015-110457,FUR-TA-10001768,118,6/03/2015,Standard Class,0,165.3813,3,787.53
GG-14650,GG-14650,5/04/2015,US-2015-136476,OFF-BI-10003650,119,10/04/2015,Standard Class,0.7,-115.7156,1,157.794
SC-20725,SC-20725,12/06/2016,CA-2016-103730,FUR-FU-10002157,120,15/06/2016,First Class,0,18.3456,3,47.04
SC-20725,SC-20725,12/06/2016,CA-2016-103730,OFF-BI-10003910,121,15/06/2016,First Class,0,13.878,4,30.84
SC-20725,SC-20725,12/06/2016,CA-2016-103730,OFF-ST-10000777,122,15/06/2016,First Class,0,63.4368,6,226.56
SC-20725,SC-20725,12/06/2016,CA-2016-103730,OFF-EN-10002500,123,15/06/2016,First Class,0,51.759,9,115.02
SC-20725,SC-20725,12/06/2016,CA-2016-103730,TEC-PH-10003875,124,15/06/2016,First Class,0,19.7316,7,68.04
AD-10180,AD-10180,26/12/2014,US-2014-152030,FUR-CH-10004063,125,28/12/2014,Second Class,0.3,-8.5794,3,600.558
PF-19165,PF-19165,20/09/2014,US-2014-134614,FUR-TA-10004534,126,25/09/2014,Standard Class,0.5,-407.682,6,617.7
TS-21610,TS-21610,5/11/2017,US-2017-107272,OFF-BI-10003274,127,12/11/2017,Standard Class,0.7,-1.8308,2,2.388
TS-21610,TS-21610,5/11/2017,US-2017-107272,OFF-ST-10002974,128,12/11/2017,Standard Class,0.2,30.499,7,243.992
LS-16975,LS-16975,6/11/2016,US-2016-125969,FUR-CH-10001146,129,10/11/2016,Second Class,0.2,-9.1602,2,81.424
LS-16975,LS-16975,6/11/2016,US-2016-125969,FUR-FU-10003773,130,10/11/2016,Second Class,0,26.2416,3,238.56
DW-13585,DW-13585,2/02/2017,US-2017-164147,TEC-PH-10002293,131,5/02/2017,First Class,0.4,-11.994,5,59.97
DW-13585,DW-13585,2/02/2017,US-2017-164147,OFF-PA-10002377,132,5/02/2017,First Class,0.2,29.364,2,78.304
DW-13585,DW-13585,2/02/2017,US-2017-164147,OFF-FA-10002780,133,5/02/2017,First Class,0.2,6.9732,9,21.456
LC-16885,LC-16885,13/10/2016,CA-2016-145583,OFF-PA-10001804,134,19/10/2016,Standard Class,0,9.6192,3,20.04
LC-16885,LC-16885,13/10/2016,CA-2016-145583,OFF-PA-10001736,135,19/10/2016,Standard Class,0,16.6568,1,35.44
LC-16885,LC-16885,13/10/2016,CA-2016-145583,OFF-AR-10001149,136,19/10/2016,Standard Class,0,3.456,4,11.52
LC-16885,LC-16885,13/10/2016,CA-2016-145583,OFF-FA-10002988,137,19/10/2016,Standard Class,0,1.9698,2,4.02
LC-16885,LC-16885,13/10/2016,CA-2016-145583,OFF-BI-10004781,138,19/10/2016,Standard Class,0.2,26.6616,3,76.176
LC-16885,LC-16885,13/10/2016,CA-2016-145583,OFF-SU-10001218,139,19/10/2016,Standard Class,0,18.4464,6,65.88
LC-16885,LC-16885,13/10/2016,CA-2016-145583,FUR-FU-10001706,140,19/10/2016,Standard Class,0,20.6976,14,43.12
JD-15895,JD-15895,5/09/2016,CA-2016-110366,FUR-FU-10004848,141,7/09/2016,Second Class,0.2,10.35,2,82.8
SH-19975,SH-19975,18/09/2017,CA-2017-106180,OFF-AR-10000940,142,23/09/2017,Standard Class,0,2.3814,3,8.82
SH-19975,SH-19975,18/09/2017,CA-2017-106180,OFF-EN-10004030,143,23/09/2017,Standard Class,0,5.1042,3,10.86
SH-19975,SH-19975,18/09/2017,CA-2017-106180,OFF-PA-10004327,144,23/09/2017,Standard Class,0,68.976,3,143.7
SG-20080,SG-20080,22/12/2017,CA-2017-155376,OFF-AP-10001058,145,27/12/2017,Standard Class,0,218.2518,3,839.43
HA-14920,HA-14920,7/09/2015,CA-2015-110744,OFF-ST-10003656,146,12/09/2015,Standard Class,0,20.1579,7,671.93
MG-17680,MG-17680,22/10/2014,CA-2014-110072,FUR-FU-10000521,147,28/10/2014,Standard Class,0.2,12.9096,4,93.888
JE-16165,JE-16165,5/12/2016,CA-2016-114489,TEC-PH-10000215,148,9/12/2016,Standard Class,0,103.8015,11,384.45
JE-16165,JE-16165,5/12/2016,CA-2016-114489,TEC-PH-10001448,149,9/12/2016,Standard Class,0,5.9988,3,149.97
JE-16165,JE-16165,5/12/2016,CA-2016-114489,FUR-CH-10000454,150,9/12/2016,Standard Class,0,585.552,8,1951.84
JE-16165,JE-16165,5/12/2016,CA-2016-114489,OFF-BI-10002735,151,9/12/2016,Standard Class,0,80.6285,5,171.55
TW-21025,TW-21025,13/03/2016,CA-2016-158834,OFF-AP-10000326,152,16/03/2016,First Class,0.2,17.766,5,157.92
TW-21025,TW-21025,13/03/2016,CA-2016-158834,TEC-PH-10001254,153,16/03/2016,First Class,0.2,15.2388,2,203.184
SP-20650,SP-20650,31/05/2015,CA-2015-124919,OFF-PA-10001950,154,2/06/2015,First Class,0,26.271,7,58.38
SP-20650,SP-20650,31/05/2015,CA-2015-124919,OFF-PA-10002254,155,2/06/2015,First Class,0,48.5392,4,105.52
SP-20650,SP-20650,31/05/2015,CA-2015-124919,OFF-ST-10001590,156,2/06/2015,First Class,0,21.0288,6,80.88
NK-18490,NK-18490,28/05/2015,CA-2015-118948,OFF-AR-10001547,157,3/06/2015,Standard Class,0,1.7901,3,6.63
DB-13060,DB-13060,1/03/2014,CA-2014-104269,FUR-CH-10004063,158,6/03/2014,Second Class,0.2,51.4764,2,457.568
NP-18670,NP-18670,20/11/2016,CA-2016-114104,OFF-LA-10002475,159,24/11/2016,Standard Class,0,6.8714,2,14.62
NP-18670,NP-18670,20/11/2016,CA-2016-114104,TEC-PH-10004536,160,24/11/2016,Standard Class,0,236.2325,7,944.93
TT-21070,TT-21070,11/05/2016,CA-2016-162733,OFF-PA-10002751,161,12/05/2016,First Class,0,2.691,1,5.98
EM-13960,EM-13960,28/12/2015,CA-2015-119697,TEC-AC-10003657,162,31/12/2015,Second Class,0.2,1.3596,2,54.384
RD-19900,RD-19900,16/11/2016,CA-2016-154508,OFF-EN-10001990,163,20/11/2016,Standard Class,0,13.348,5,28.4
MJ-17740,MJ-17740,7/11/2016,CA-2016-113817,OFF-BI-10004002,164,11/11/2016,Standard Class,0.2,9.688,2,27.68
BM-11140,BM-11140,8/09/2014,CA-2014-139892,OFF-AR-10004441,165,12/09/2014,Standard Class,0.2,2.7324,3,9.936
BM-11140,BM-11140,8/09/2014,CA-2014-139892,TEC-MA-10000822,166,12/09/2014,Standard Class,0.4,-1359.992,8,8159.952
BM-11140,BM-11140,8/09/2014,CA-2014-139892,OFF-ST-10000991,167,12/09/2014,Standard Class,0.2,-58.6347,3,275.928
BM-11140,BM-11140,8/09/2014,CA-2014-139892,FUR-CH-10004287,168,12/09/2014,Standard Class,0.3,-24.858,9,1740.06
BM-11140,BM-11140,8/09/2014,CA-2014-139892,OFF-AR-10002656,169,12/09/2014,Standard Class,0.2,6.8136,6,32.064
BM-11140,BM-11140,8/09/2014,CA-2014-139892,OFF-AP-10002518,170,12/09/2014,Standard Class,0.8,-453.849,5,177.98
BM-11140,BM-11140,8/09/2014,CA-2014-139892,TEC-PH-10003931,171,12/09/2014,Standard Class,0.2,8.9985,3,143.976
CS-12130,CS-12130,5/08/2014,CA-2014-118962,OFF-PA-10000659,172,9/08/2014,Standard Class,0,9.8418,3,20.94
CS-12130,CS-12130,5/08/2014,CA-2014-118962,OFF-PA-10001144,173,9/08/2014,Standard Class,0,53.2608,2,110.96
CS-12130,CS-12130,5/08/2014,CA-2014-118962,FUR-CH-10003817,174,9/08/2014,Standard Class,0.2,21.259,7,340.144
JB-15400,JB-15400,14/09/2014,US-2014-100853,OFF-AP-10000891,175,19/09/2014,Standard Class,0.8,-131.12,2,52.448
JB-15400,JB-15400,14/09/2014,US-2014-100853,OFF-LA-10003148,176,19/09/2014,Standard Class,0.2,6.552,4,20.16
SJ-20500,SJ-20500,21/04/2017,US-2017-152366,OFF-AP-10002684,177,25/04/2017,Second Class,0.8,-243.16,4,97.264
JE-15745,JE-15745,21/11/2015,US-2015-101511,FUR-CH-10004698,178,23/11/2015,Second Class,0.3,-11.3372,7,396.802
JE-15745,JE-15745,21/11/2015,US-2015-101511,OFF-SU-10002189,179,23/11/2015,Second Class,0.2,-3.7715,5,15.88
JK-15640,JK-15640,15/12/2015,CA-2015-137225,OFF-AR-10001940,180,19/12/2015,Standard Class,0,1.4104,1,3.28
DK-13150,DK-13150,5/12/2014,CA-2014-166191,OFF-ST-10003455,181,9/12/2014,Second Class,0.2,1.8612,2,24.816
DK-13150,DK-13150,5/12/2014,CA-2014-166191,TEC-AC-10004659,182,9/12/2014,Second Class,0.2,76.6395,7,408.744
RM-19675,RM-19675,19/11/2014,CA-2014-158274,TEC-PH-10003273,183,24/11/2014,Second Class,0,131.0296,4,503.96
RM-19675,RM-19675,19/11/2014,CA-2014-158274,TEC-PH-10004896,184,24/11/2014,Second Class,0,41.986,5,149.95
RM-19675,RM-19675,19/11/2014,CA-2014-158274,TEC-AC-10002345,185,24/11/2014,Second Class,0,7.25,2,29
SK-19990,SK-19990,28/11/2016,CA-2016-105018,OFF-BI-10001890,186,2/12/2016,Standard Class,0,3.4368,2,7.16
FM-14290,FM-14290,26/08/2014,CA-2014-123260,TEC-AC-10002323,187,30/08/2014,Standard Class,0,22.984,8,176.8
AM-10360,AM-10360,16/07/2016,CA-2016-157000,OFF-ST-10001328,188,22/07/2016,Standard Class,0.2,3.7224,3,37.224
AM-10360,AM-10360,16/07/2016,CA-2016-157000,OFF-PA-10001950,189,22/07/2016,Standard Class,0.2,6.255,3,20.016
MP-17470,MP-17470,12/10/2015,CA-2015-102281,FUR-BO-10002613,190,14/10/2015,First Class,0.2,112.392,4,899.136
MP-17470,MP-17470,12/10/2015,CA-2015-102281,TEC-PH-10001552,191,14/10/2015,First Class,0,20.0928,6,71.76
MP-17470,MP-17470,12/10/2015,CA-2015-102281,OFF-PA-10000061,192,14/10/2015,First Class,0,24.8832,8,51.84
MP-17470,MP-17470,12/10/2015,CA-2015-102281,FUR-BO-10002545,193,14/10/2015,First Class,0.2,46.9764,3,626.352
MP-17470,MP-17470,12/10/2015,CA-2015-102281,OFF-AR-10003514,194,14/10/2015,First Class,0,6.567,5,19.9
MZ-17515,MZ-17515,31/10/2015,CA-2015-131457,OFF-EN-10001509,195,6/11/2015,Standard Class,0,6.7116,7,14.28
CB-12025,CB-12025,21/03/2014,CA-2014-140004,OFF-AR-10004685,196,25/03/2014,Standard Class,0.2,1.2038,2,7.408
CB-12025,CB-12025,21/03/2014,CA-2014-140004,OFF-AR-10004027,197,25/03/2014,Standard Class,0.2,1.5876,3,6.048
VM-21685,VM-21685,6/11/2017,CA-2017-107720,OFF-ST-10001414,198,13/11/2017,Standard Class,0,12.0276,3,46.26
FH-14365,FH-14365,6/07/2017,US-2017-124303,OFF-BI-10000343,199,13/07/2017,Standard Class,0.7,-2.2586,2,2.946
FH-14365,FH-14365,6/07/2017,US-2017-124303,OFF-PA-10002749,200,13/07/2017,Standard Class,0.2,5.8203,3,16.056
MB-17305,MB-17305,24/06/2017,CA-2017-105074,OFF-PA-10002666,201,29/06/2017,Standard Class,0.2,6.795,3,21.744
BS-11755,BS-11755,3/08/2014,CA-2014-133690,FUR-TA-10004289,202,5/08/2014,First Class,0.5,-161.875,2,218.75
BS-11755,BS-11755,3/08/2014,CA-2014-133690,OFF-AP-10003622,203,5/08/2014,First Class,0.2,0.2925,1,2.6
LC-17140,LC-17140,17/12/2017,US-2017-116701,OFF-AP-10003217,204,21/12/2017,Second Class,0.8,-178.9668,2,66.284
HK-14890,HK-14890,3/06/2017,CA-2017-126382,FUR-FU-10002960,205,7/06/2017,Standard Class,0.2,9.6712,7,35.168
LE-16810,LE-16810,9/12/2017,CA-2017-108329,TEC-PH-10001918,206,14/12/2017,Standard Class,0.2,44.4768,4,444.768
